0.9729 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pygame'] (in that order).
47.8004 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1, 1, 1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000000F8FFE04DA0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000000F8FFE22518>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
47.8006 	EXP 	window1: mouseVisible = True
47.8007 	EXP 	window1: recordFrameIntervals = False
47.9659 	EXP 	window1: recordFrameIntervals = True
48.1495 	EXP 	window1: recordFrameIntervals = False
48.4562 	EXP 	Created inst_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='inst_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
48.4709 	EXP 	Created space_inst = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='space_inst', opacity=1, ori=0.0, pos=array([ 0.  , -0.38]), rgb=UNKNOWN, text='A kezdéshez nyomja meg a SPACE gombot!', units='height', win=Window(...), wrapWidth=1)
48.4941 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Készüljön, a kísérlet hamarosan elindul!', units='height', win=Window(...), wrapWidth=1)
48.4995 	EXP 	Created fx_cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fx_cross', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
48.7468 	WARNING 	Hamming was requested using the 'pygame' sound library but hamming is not supported there.
48.7942 	EXP 	Set sound_1 sound=A
48.7943 	EXP 	Set Sound sound_1 volume=1.000
48.8113 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Ismételje el a hallott szót!', units='height', win=Window(...), wrapWidth=1)
48.8312 	EXP 	Created kosznojuk = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='kosznojuk', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
48.8720 	EXP 	inst_text: autoDraw = True
56.8485 	EXP 	space_inst: autoDraw = True
76.4750 	DATA 	Keypress: u
77.7702 	DATA 	Keypress: space
77.7853 	EXP 	inst_text: autoDraw = False
77.7853 	EXP 	space_inst: autoDraw = False
77.7853 	EXP 	text: autoDraw = True
83.7959 	EXP 	Imported stimuli\\hangok_stim.xlsx as conditions, 36 conditions, 2 params
83.7968 	EXP 	Created sequence: sequential, trialTypes=36, nReps=1, seed=None
83.7974 	EXP 	New trial (rep=0, index=0): {'szo': 'gáv', 'hangfajl': 'alszo_01'}
83.8184 	EXP 	text: autoDraw = False
83.8184 	EXP 	fx_cross: autoDraw = True
84.8275 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_01.wav
84.8277 	EXP 	Sound sound_1 started
84.8411 	EXP 	fx_cross: autoDraw = False
87.8215 	EXP 	text_2: autoDraw = True
87.8217 	EXP 	Sound sound_1 stopped
90.2605 	EXP 	Sound sound_1 stopped
90.2634 	EXP 	New trial (rep=0, index=1): {'szo': 'gyem', 'hangfajl': 'alszo_02'}
90.2680 	DATA 	Keypress: u
90.2809 	EXP 	text_2: autoDraw = False
90.2809 	EXP 	fx_cross: autoDraw = True
91.2940 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_02.wav
91.2942 	EXP 	Sound sound_1 started
91.3112 	EXP 	fx_cross: autoDraw = False
94.2868 	EXP 	Sound sound_1 stopped
94.3050 	EXP 	text_2: autoDraw = True
95.6970 	EXP 	Sound sound_1 stopped
95.6989 	EXP 	New trial (rep=0, index=2): {'szo': 'Szan', 'hangfajl': 'alszo_03'}
95.7034 	DATA 	Keypress: u
95.7167 	EXP 	text_2: autoDraw = False
95.7167 	EXP 	fx_cross: autoDraw = True
96.7121 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_03.wav
96.7123 	EXP 	Sound sound_1 started
96.7299 	EXP 	fx_cross: autoDraw = False
99.7039 	EXP 	Sound sound_1 stopped
99.7213 	EXP 	text_2: autoDraw = True
100.6306 	EXP 	Sound sound_1 stopped
100.6325 	EXP 	New trial (rep=0, index=3): {'szo': 'dolk', 'hangfajl': 'alszo_04'}
100.6371 	DATA 	Keypress: u
100.6507 	EXP 	text_2: autoDraw = False
100.6507 	EXP 	fx_cross: autoDraw = True
101.6418 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_04.wav
101.6421 	EXP 	Sound sound_1 started
101.6549 	EXP 	fx_cross: autoDraw = False
104.6444 	EXP 	text_2: autoDraw = True
104.6446 	EXP 	Sound sound_1 stopped
106.3802 	EXP 	Sound sound_1 stopped
106.3821 	EXP 	New trial (rep=0, index=4): {'szo': 'zomás', 'hangfajl': 'alszo_05'}
106.3867 	DATA 	Keypress: u
106.4025 	EXP 	text_2: autoDraw = False
106.4025 	EXP 	fx_cross: autoDraw = True
107.4083 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_05.wav
107.4085 	EXP 	Sound sound_1 started
107.4296 	EXP 	fx_cross: autoDraw = False
110.4048 	EXP 	text_2: autoDraw = True
110.4050 	EXP 	Sound sound_1 stopped
112.3356 	EXP 	Sound sound_1 stopped
112.3376 	EXP 	New trial (rep=0, index=5): {'szo': 'galonc', 'hangfajl': 'alszo_06'}
112.3426 	DATA 	Keypress: u
112.3536 	EXP 	text_2: autoDraw = False
112.3536 	EXP 	fx_cross: autoDraw = True
113.3712 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_06.wav
113.3714 	EXP 	Sound sound_1 started
113.3902 	EXP 	fx_cross: autoDraw = False
116.3709 	EXP 	text_2: autoDraw = True
116.3711 	EXP 	Sound sound_1 stopped
118.5234 	DATA 	Keypress: u
118.5397 	EXP 	Sound sound_1 stopped
118.5420 	EXP 	New trial (rep=0, index=6): {'szo': 'Gabam', 'hangfajl': 'alszo_07'}
118.5620 	EXP 	text_2: autoDraw = False
118.5620 	EXP 	fx_cross: autoDraw = True
119.5829 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_07.wav
119.5831 	EXP 	Sound sound_1 started
119.5970 	EXP 	fx_cross: autoDraw = False
122.5874 	EXP 	text_2: autoDraw = True
122.5876 	EXP 	Sound sound_1 stopped
124.0892 	EXP 	Sound sound_1 stopped
124.0914 	EXP 	New trial (rep=0, index=7): {'szo': 'ardul', 'hangfajl': 'alszo_08'}
124.0956 	DATA 	Keypress: u
124.1078 	EXP 	text_2: autoDraw = False
124.1078 	EXP 	fx_cross: autoDraw = True
125.1328 	EXP 	Set sound_1 sound=stimuli/hangfajlok/alszo_08.wav
125.1330 	EXP 	Sound sound_1 started
125.1511 	EXP 	fx_cross: autoDraw = False
128.1192 	EXP 	Sound sound_1 stopped
128.1436 	EXP 	text_2: autoDraw = True
130.3468 	EXP 	Sound sound_1 stopped
130.3487 	EXP 	New trial (rep=0, index=8): {'szo': 'tarembik', 'hangfajl': 'alszo_09'}
130.3531 	DATA 	Keypress: u
130.3669 	EXP 	text_2: autoDraw = False
130.3669 	EXP 	fx_cross: autoDraw = True
